true_class,true_class_name,predicted_class,predicted_class_name,classification_confidence,attack_probability,evidence_attack,evidence_confidence,evidence_class,risk_score,decision
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99980265,0.9999437,0.9999437,0.99980265,1.0,0.9999168753623963,BLOCK
0,BENIGN,0,BENIGN,0.99984837,0.00015163422,0.00015163422,0.99984837,0.0,0.2500530779361725,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99979764,0.99994504,0.99994504,0.99979764,1.0,0.9999164581298828,BLOCK
0,BENIGN,0,BENIGN,0.9998035,0.00019651651,0.00019651651,0.9998035,0.0,0.2500687837600708,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998124,0.99993044,0.99993044,0.9998124,1.0,0.9999113917350769,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99922764,0.99977046,0.99977046,0.99922764,1.0,0.9996692180633545,BLOCK
0,BENIGN,0,BENIGN,0.99984276,0.00015723705,0.00015723705,0.99984276,0.0,0.2500550448894501,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998109,0.9999384,0.9999384,0.9998109,1.0,0.9999158024787903,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99223447,0.9950753,0.9950753,0.99223447,1.0,0.9951038002967835,BLOCK
0,BENIGN,0,BENIGN,0.9998764,0.00012362003,0.00012362003,0.9998764,0.0,0.25004327297210693,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9995677,0.99971795,0.99971795,0.9995677,1.0,0.9997227430343628,BLOCK
0,BENIGN,0,BENIGN,0.99700874,0.002991259,0.002991259,0.99700874,0.0,0.25104695558547974,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998161,0.99993724,0.99993724,0.9998161,1.0,0.9999163985252381,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99953747,0.9998181,0.9998181,0.99953747,1.0,0.9997752547264099,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99861336,0.9989229,0.9989229,0.99861336,1.0,0.9990070700645447,BLOCK
0,BENIGN,0,BENIGN,0.9988996,0.001100421,0.001100421,0.9988996,0.0,0.2503851354122162,ALLOW
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.98810625,0.9895511,0.9895511,0.98810625,1.0,0.9907572507858277,BLOCK
0,BENIGN,0,BENIGN,0.99738544,0.0026145577,0.0026145577,0.99738544,0.0,0.2509151101112366,ALLOW
0,BENIGN,0,BENIGN,0.99835265,0.0016473532,0.0016473532,0.99835265,0.0,0.25057658553123474,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.6699922,0.68886477,0.68886477,0.6699922,1.0,0.730816924571991,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9994979,0.9999318,0.9999318,0.9994979,1.0,0.999833607673645,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9995135,0.99971664,0.99971664,0.9995135,1.0,0.9997084379196167,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99978167,0.9999128,0.9999128,0.99978167,1.0,0.9998930931091309,BLOCK
5,DoS_Slowloris,5,DoS_Slowloris,0.9957885,0.9984019,0.9984019,0.9957885,1.0,0.9979883074760437,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9998042,0.9999392,0.9999392,0.9998042,1.0,0.9999146103858948,BLOCK
0,BENIGN,0,BENIGN,0.99897873,0.001021266,0.001021266,0.99897873,0.0,0.250357449054718,ALLOW
0,BENIGN,0,BENIGN,0.99450785,0.005492151,0.005492151,0.99450785,0.0,0.25192224979400635,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9997838,0.99994946,0.99994946,0.9997838,1.0,0.999915623664856,BLOCK
0,BENIGN,0,BENIGN,0.99702245,0.00297755,0.00297755,0.99702245,0.0,0.2510421574115753,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9996799,0.99993175,0.99993175,0.9996799,1.0,0.9998790264129639,BLOCK
0,BENIGN,0,BENIGN,0.99983025,0.00016975403,0.00016975403,0.99983025,0.0,0.25005942583084106,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99976534,0.9999308,0.9999308,0.99976534,1.0,0.9998998284339905,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99977785,0.999946,0.999946,0.99977785,1.0,0.9999120473861695,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99879575,0.9991608,0.9991608,0.99879575,1.0,0.9991954803466797,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9957632,0.9969929,0.9969929,0.9957632,1.0,0.9971364974975586,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.999516,0.99966365,0.99966365,0.999516,1.0,0.9996772050857544,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9994435,0.9996127,0.9996127,0.9994435,1.0,0.9996285080909729,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99979264,0.9999369,0.9999369,0.99979264,1.0,0.999910318851471,BLOCK
0,BENIGN,0,BENIGN,0.99861217,0.0013878345,0.0013878345,0.99861217,0.0,0.25048574805259705,ALLOW
0,BENIGN,0,BENIGN,0.9998611,0.00013887882,0.00013887882,0.9998611,0.0,0.25004860758781433,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9997969,0.99994105,0.99994105,0.9997969,1.0,0.9999138951301575,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9997831,0.99994415,0.99994415,0.9997831,1.0,0.9999122858047486,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9998282,0.99994737,0.99994737,0.9998282,1.0,0.9999255180358887,BLOCK
0,BENIGN,0,BENIGN,0.99899,0.0010100007,0.0010100007,0.99899,0.0,0.25035351514816284,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9998267,0.9999495,0.9999495,0.9998267,1.0,0.9999264121055603,BLOCK
0,BENIGN,0,BENIGN,0.9996182,0.00038182735,0.00038182735,0.9996182,0.0,0.2501336336135864,ALLOW
0,BENIGN,0,BENIGN,0.9998154,0.00018459558,0.00018459558,0.9998154,0.0,0.2500646114349365,ALLOW
0,BENIGN,0,BENIGN,0.9981919,0.0018081069,0.0018081069,0.9981919,0.0,0.2506328225135803,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9996145,0.9997507,0.9997507,0.9996145,1.0,0.9997540354728699,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99965894,0.99992675,0.99992675,0.99965894,1.0,0.9998708009719849,BLOCK
0,BENIGN,0,BENIGN,0.7909419,0.2090581,0.2090581,0.7909419,0.0,0.32317036390304565,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99981326,0.99993294,0.99993294,0.99981326,1.0,0.9999131202697754,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.999775,0.99991673,0.99991673,0.999775,1.0,0.9998938083648682,BLOCK
0,BENIGN,0,BENIGN,0.9969221,0.0030779243,0.0030779243,0.9969221,0.0,0.251077264547348,ALLOW
0,BENIGN,0,BENIGN,0.9998456,0.00015437603,0.00015437603,0.9998456,0.0,0.2500540316104889,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.9994642,0.9998401,0.9998401,0.9994642,1.0,0.9997701287269593,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.96661025,0.97226465,0.97226465,0.96661025,1.0,0.9750113725662232,BLOCK
0,BENIGN,0,BENIGN,0.9992181,0.00078189373,0.00078189373,0.9992181,0.0,0.2502736747264862,ALLOW
0,BENIGN,0,BENIGN,0.9976744,0.0023255944,0.0023255944,0.9976744,0.0,0.25081396102905273,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99950564,0.9996621,0.9996621,0.99950564,1.0,0.9996737480163574,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9997911,0.9999258,0.9999258,0.9997911,1.0,0.9999032855033875,BLOCK
0,BENIGN,0,BENIGN,0.99868923,0.0013107657,0.0013107657,0.99868923,0.0,0.2504587769508362,ALLOW
5,DoS_Slowloris,5,DoS_Slowloris,0.98338646,0.9982253,0.9982253,0.98338646,1.0,0.9947818160057068,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9996736,0.99993175,0.99993175,0.9996736,1.0,0.9998774766921997,BLOCK
0,BENIGN,0,BENIGN,0.9965928,0.0034071803,0.0034071803,0.9965928,0.0,0.25119251012802124,ALLOW
0,BENIGN,0,BENIGN,0.9998566,0.00014340878,0.00014340878,0.9998566,0.0,0.2500501871109009,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9997336,0.9999598,0.9999598,0.9997336,1.0,0.9999093651771546,BLOCK
5,DoS_Slowloris,5,DoS_Slowloris,0.9959863,0.99828416,0.99828416,0.9959863,1.0,0.9979670882225037,BLOCK
0,BENIGN,0,BENIGN,0.9996817,0.0003182888,0.0003182888,0.9996817,0.0,0.2501114010810852,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9997893,0.99994504,0.99994504,0.9997893,1.0,0.9999143719673157,BLOCK
0,BENIGN,0,BENIGN,0.99981433,0.00018566847,0.00018566847,0.99981433,0.0,0.25006499886512756,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9996081,0.9998827,0.9998827,0.9996081,1.0,0.9998316407203675,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99975187,0.99994123,0.99994123,0.99975187,1.0,0.9999026894569397,BLOCK
0,BENIGN,0,BENIGN,0.9991254,0.00087457895,0.00087457895,0.9991254,0.0,0.250306099653244,ALLOW
0,BENIGN,0,BENIGN,0.99967706,0.00032293797,0.00032293797,0.99967706,0.0,0.25011304020881653,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99948716,0.9999197,0.9999197,0.99948716,1.0,0.9998236536979676,BLOCK
0,BENIGN,0,BENIGN,0.995249,0.0047510266,0.0047510266,0.995249,0.0,0.25166285037994385,ALLOW
0,BENIGN,0,BENIGN,0.9995994,0.00040060282,0.00040060282,0.9995994,0.0,0.2501402199268341,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998092,0.9999495,0.9999495,0.9998092,1.0,0.9999220609664917,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.996564,0.9976407,0.9976407,0.996564,1.0,0.9977254509925843,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9995573,0.9997295,0.9997295,0.9995573,1.0,0.9997270345687866,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9997925,0.9999258,0.9999258,0.9997925,1.0,0.9999036431312561,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99973613,0.99992335,0.99992335,0.99973613,1.0,0.999888026714325,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9954704,0.9966998,0.9966998,0.9954704,1.0,0.996887469291687,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99978787,0.99993217,0.99993217,0.99978787,1.0,0.9999062657356262,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998135,0.9999348,0.9999348,0.9998135,1.0,0.9999143123626709,BLOCK
0,BENIGN,0,BENIGN,0.9996942,0.00030577183,0.00030577183,0.9996942,0.0,0.2501070201396942,ALLOW
0,BENIGN,0,BENIGN,0.9995047,0.0004953146,0.0004953146,0.9995047,0.0,0.2501733601093292,ALLOW
0,BENIGN,0,BENIGN,0.99876827,0.00123173,0.00123173,0.99876827,0.0,0.2504311203956604,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99916244,0.9996151,0.9996151,0.99916244,1.0,0.9995596647262573,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9934455,0.9943821,0.9943821,0.9934455,1.0,0.994990611076355,BLOCK
0,BENIGN,0,BENIGN,0.99676216,0.0032378435,0.0032378435,0.99676216,0.0,0.2511332333087921,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9996681,0.9999267,0.9999267,0.9996681,1.0,0.9998730659484864,BLOCK
0,BENIGN,0,BENIGN,0.99986386,0.00013613701,0.00013613701,0.99986386,0.0,0.2500476539134979,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998109,0.99992996,0.99992996,0.9998109,1.0,0.9999107360839844,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9997745,0.999921,0.999921,0.9997745,1.0,0.999896252155304,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998161,0.99993724,0.99993724,0.9998161,1.0,0.9999163985252381,BLOCK
0,BENIGN,0,BENIGN,0.9947129,0.005287111,0.005287111,0.9947129,0.0,0.2518504858016968,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998097,0.9999495,0.9999495,0.9998097,1.0,0.9999221801757813,BLOCK
0,BENIGN,0,BENIGN,0.99961936,0.00038063526,0.00038063526,0.99961936,0.0,0.250133216381073,ALLOW
0,BENIGN,0,BENIGN,0.99975806,0.00024193525,0.00024193525,0.99975806,0.0,0.25008466839790344,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9994105,0.999848,0.999848,0.9994105,1.0,0.9997614860534668,BLOCK
5,DoS_Slowloris,5,DoS_Slowloris,0.99011594,0.99815935,0.99815935,0.99011594,1.0,0.9964245796203614,BLOCK
0,BENIGN,0,BENIGN,0.9994019,0.000598073,0.000598073,0.9994019,0.0,0.25020933151245117,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99556375,0.9974551,0.9974551,0.99556375,1.0,0.9973640084266663,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99979466,0.9999377,0.9999377,0.99979466,1.0,0.9999113321304322,BLOCK
0,BENIGN,0,BENIGN,0.9604795,0.039520502,0.039520502,0.9604795,0.0,0.2638321816921234,ALLOW
0,BENIGN,0,BENIGN,0.9972052,0.0027948022,0.0027948022,0.9972052,0.0,0.25097817182540894,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9998041,0.99994504,0.99994504,0.9998041,1.0,0.9999180674552918,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99980825,0.9999429,0.9999429,0.99980825,1.0,0.9999178290367127,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99978644,0.99994296,0.99994296,0.99978644,1.0,0.9999124050140381,BLOCK
0,BENIGN,0,BENIGN,0.9992094,0.000790596,0.000790596,0.9992094,0.0,0.25027671456336975,ALLOW
0,BENIGN,0,BENIGN,0.89290637,0.10709363,0.10709363,0.89290637,0.0,0.28748276829719543,ALLOW
5,DoS_Slowloris,5,DoS_Slowloris,0.9995448,0.9998122,0.9998122,0.9995448,1.0,0.9997735261917114,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9993266,0.99951684,0.99951684,0.9993266,1.0,0.9995417833328247,BLOCK
0,BENIGN,0,BENIGN,0.9995926,0.00040739775,0.00040739775,0.9995926,0.0,0.25014257431030273,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99952877,0.9997106,0.9997106,0.99952877,1.0,0.9997085571289063,BLOCK
0,BENIGN,0,BENIGN,0.9992906,0.0007094145,0.0007094145,0.9992906,0.0,0.2502482831478119,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99979633,0.9999327,0.9999327,0.99979633,1.0,0.9999087691307068,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998109,0.99992794,0.99992794,0.9998109,1.0,0.9999095439910889,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998024,0.9999358,0.9999358,0.9998024,1.0,0.9999121069908142,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99956673,0.999748,0.999748,0.99956673,1.0,0.9997405052185059,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9997855,0.99994594,0.99994594,0.9997855,1.0,0.9999139547348023,BLOCK
5,DoS_Slowloris,5,DoS_Slowloris,0.9923922,0.99387336,0.99387336,0.9923922,1.0,0.9944221019744873,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9997677,0.9999347,0.9999347,0.9997677,1.0,0.9999027490615845,BLOCK
0,BENIGN,0,BENIGN,0.99972385,0.00027614832,0.00027614832,0.99972385,0.0,0.2500966489315033,ALLOW
0,BENIGN,0,BENIGN,0.99950624,0.0004937649,0.0004937649,0.99950624,0.0,0.25017282366752625,ALLOW
0,BENIGN,0,BENIGN,0.99054074,0.009459257,0.009459257,0.99054074,0.0,0.2533107399940491,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99979204,0.99993044,0.99993044,0.99979204,1.0,0.999906325340271,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9358954,0.9964157,0.9964157,0.9358954,1.0,0.9818232893943787,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9976024,0.9981266,0.9981266,0.9976024,1.0,0.9982766151428223,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998129,0.9999308,0.9999308,0.9998129,1.0,0.9999116897583008,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99668723,0.99784905,0.99784905,0.99668723,1.0,0.9978812575340271,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9997881,0.9999463,0.9999463,0.9997881,1.0,0.9999147891998291,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99978846,0.9999164,0.9999164,0.99978846,1.0,0.9998969674110413,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99967027,0.99988544,0.99988544,0.99967027,1.0,0.9998488664627075,BLOCK
0,BENIGN,0,BENIGN,0.99954885,0.00045114756,0.00045114756,0.99954885,0.0,0.25015789270401,ALLOW
5,DoS_Slowloris,5,DoS_Slowloris,0.9930354,0.99446017,0.99446017,0.9930354,1.0,0.9949349403381348,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9980798,0.9992672,0.9992672,0.9980798,1.0,0.9990803241729737,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99952555,0.99968493,0.99968493,0.99952555,1.0,0.9996923446655274,BLOCK
0,BENIGN,0,BENIGN,0.99975485,0.0002451539,0.0002451539,0.99975485,0.0,0.2500858008861542,ALLOW
0,BENIGN,0,BENIGN,0.99981135,0.0001886487,0.0001886487,0.99981135,0.0,0.25006604194641113,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9998272,0.999944,0.999944,0.9998272,1.0,0.9999231934547425,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99952745,0.99967396,0.99967396,0.99952745,1.0,0.9996862649917603,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99975544,0.9999435,0.9999435,0.99975544,1.0,0.9999049544334412,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99916327,0.99967355,0.99967355,0.99916327,1.0,0.9995949506759644,BLOCK
0,BENIGN,0,BENIGN,0.99676216,0.0032378435,0.0032378435,0.99676216,0.0,0.2511332333087921,ALLOW
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9977054,0.9986349,0.9986349,0.9977054,1.0,0.9986073017120362,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9952087,0.99851096,0.99851096,0.9952087,1.0,0.9979087948799134,BLOCK
0,BENIGN,0,BENIGN,0.9986369,0.0013630986,0.0013630986,0.9986369,0.0,0.2504770755767822,ALLOW
0,BENIGN,0,BENIGN,0.99972886,0.00027114153,0.00027114153,0.99972886,0.0,0.2500948905944824,ALLOW
0,BENIGN,0,BENIGN,0.9949694,0.0050305724,0.0050305724,0.9949694,0.0,0.25176069140434265,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.9989574,0.9999435,0.9999435,0.9989574,1.0,0.999705457687378,BLOCK
0,BENIGN,0,BENIGN,0.99861217,0.0013878345,0.0013878345,0.99861217,0.0,0.25048574805259705,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99982494,0.99994963,0.99994963,0.99982494,1.0,0.9999260544776917,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99979764,0.9999187,0.9999187,0.99979764,1.0,0.9999006628990174,BLOCK
5,DoS_Slowloris,5,DoS_Slowloris,0.99431866,0.99807334,0.99807334,0.99431866,1.0,0.9974237322807312,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99818075,0.9997395,0.9997395,0.99818075,1.0,0.9993889570236206,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.99726045,0.9990884,0.9990884,0.99726045,1.0,0.9987682342529297,BLOCK
0,BENIGN,0,BENIGN,0.763667,0.23633301,0.23633301,0.763667,0.0,0.33271655440330505,ALLOW
0,BENIGN,0,BENIGN,0.99983907,0.00016093254,0.00016093254,0.99983907,0.0,0.25005632638931274,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99979836,0.9999385,0.9999385,0.99979836,1.0,0.999912703037262,BLOCK
5,DoS_Slowloris,5,DoS_Slowloris,0.9879376,0.989281,0.989281,0.9879376,1.0,0.9905530452728272,BLOCK
0,BENIGN,0,BENIGN,0.9986369,0.0013630986,0.0013630986,0.9986369,0.0,0.2504770755767822,ALLOW
5,DoS_Slowloris,5,DoS_Slowloris,0.9995511,0.99981844,0.99981844,0.9995511,1.0,0.9997788310050965,BLOCK
0,BENIGN,0,BENIGN,0.9821201,0.017879903,0.017879903,0.9821201,0.0,0.25625795125961304,ALLOW
2,DoS_GoldenEye,0,BENIGN,0.46184292,0.5381571,0.5381571,0.46184292,0.0,0.4383549988269806,RATE_LIMIT
0,BENIGN,0,BENIGN,0.9998704,0.0001295805,0.0001295805,0.9998704,0.0,0.2500453591346741,ALLOW
0,BENIGN,0,BENIGN,0.9994617,0.00053828955,0.00053828955,0.9994617,0.0,0.250188410282135,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9998292,0.999944,0.999944,0.9998292,1.0,0.9999237298965454,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.99214244,0.9939123,0.9939123,0.99214244,1.0,0.9943830013275147,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99976474,0.99991834,0.99991834,0.99976474,1.0,0.9998921990394593,BLOCK
0,BENIGN,0,BENIGN,0.9996183,0.00038170815,0.00038170815,0.9996183,0.0,0.25013360381126404,ALLOW
0,BENIGN,0,BENIGN,0.99746823,0.002531767,0.002531767,0.99746823,0.0,0.25088611245155334,ALLOW
0,BENIGN,0,BENIGN,0.7598985,0.24010152,0.24010152,0.7598985,0.0,0.3340355157852173,ALLOW
0,BENIGN,0,BENIGN,0.99864656,0.0013534427,0.0013534427,0.99864656,0.0,0.2504737079143524,ALLOW
0,BENIGN,0,BENIGN,0.9986369,0.0013630986,0.0013630986,0.9986369,0.0,0.2504770755767822,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99978477,0.99991494,0.99991494,0.99978477,1.0,0.999895179271698,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998153,0.9999525,0.9999525,0.9998153,1.0,0.9999253392219544,BLOCK
0,BENIGN,0,BENIGN,0.99723214,0.002767861,0.002767861,0.99723214,0.0,0.2509687542915344,ALLOW
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.9954704,0.9966998,0.9966998,0.9954704,1.0,0.996887469291687,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.9993734,0.9998012,0.9998012,0.9993734,1.0,0.9997241139411926,BLOCK
3,DoS_Hulk,3,DoS_Hulk,0.9998074,0.9999464,0.9999464,0.9998074,1.0,0.9999197363853455,BLOCK
0,BENIGN,0,BENIGN,0.9998566,0.00014340878,0.00014340878,0.9998566,0.0,0.2500501871109009,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.9890471,0.9906718,0.9906718,0.9890471,1.0,0.9916648507118225,BLOCK
0,BENIGN,0,BENIGN,0.9998031,0.00019687414,0.00019687414,0.9998031,0.0,0.25006890296936035,ALLOW
0,BENIGN,0,BENIGN,0.9998543,0.00014567375,0.00014567375,0.9998543,0.0,0.25005099177360535,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9992149,0.9998052,0.9998052,0.9992149,1.0,0.999686861038208,BLOCK
0,BENIGN,0,BENIGN,0.99895275,0.0010472536,0.0010472536,0.99895275,0.0,0.25036653876304626,ALLOW
0,BENIGN,0,BENIGN,0.9996867,0.000313282,0.000313282,0.9996867,0.0,0.25010964274406433,ALLOW
2,DoS_GoldenEye,2,DoS_GoldenEye,0.9916568,0.9933805,0.9933805,0.9916568,1.0,0.9939425230026245,BLOCK
4,DoS_Slowhttptest,4,DoS_Slowhttptest,0.93477684,0.9374541,0.9374541,0.93477684,1.0,0.9461666584014893,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99975663,0.999911,0.999911,0.99975663,1.0,0.9998857617378235,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.99851304,0.99906397,0.99906397,0.99851304,1.0,0.9990666747093201,BLOCK
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.9994435,0.9996127,0.9996127,0.9994435,1.0,0.9996285080909729,BLOCK
2,DoS_GoldenEye,2,DoS_GoldenEye,0.98871416,0.9903874,0.9903874,0.98871416,1.0,0.9914109945297241,BLOCK
0,BENIGN,0,BENIGN,0.99985385,0.00014615059,0.00014615059,0.99985385,0.0,0.2500511407852173,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.999757,0.99992794,0.99992794,0.999757,1.0,0.9998960733413697,BLOCK
0,BENIGN,0,BENIGN,0.98995215,0.010047853,0.010047853,0.98995215,0.0,0.2535167634487152,ALLOW
0,BENIGN,0,BENIGN,0.99955994,0.0004400611,0.0004400611,0.99955994,0.0,0.2501540184020996,ALLOW
1,DDoS_LOIC_HTTP,1,DDoS_LOIC_HTTP,0.99967873,0.99979126,0.99979126,0.99967873,1.0,0.9997945070266724,BLOCK
0,BENIGN,0,BENIGN,0.99973994,0.00026005507,0.00026005507,0.99973994,0.0,0.250091016292572,ALLOW
0,BENIGN,0,BENIGN,0.99977475,0.00022524595,0.00022524595,0.99977475,0.0,0.25007882714271545,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.99978846,0.9999303,0.9999303,0.99978846,1.0,0.9999053716659546,BLOCK
0,BENIGN,0,BENIGN,0.9990476,0.0009524226,0.0009524226,0.9990476,0.0,0.25033333897590637,ALLOW
3,DoS_Hulk,3,DoS_Hulk,0.9992405,0.99981743,0.99981743,0.9992405,1.0,0.9997005701065064,BLOCK
0,BENIGN,0,BENIGN,0.9967775,0.0032225251,0.0032225251,0.9967775,0.0,0.2511278986930847,ALLOW
0,BENIGN,0,BENIGN,0.9997539,0.00024610758,0.00024610758,0.9997539,0.0,0.25008612871170044,ALLOW
0,BENIGN,0,BENIGN,0.99975747,0.0002425313,0.0002425313,0.99975747,0.0,0.25008487701416016,ALLOW
0,BENIGN,0,BENIGN,0.9996141,0.00038588047,0.00038588047,0.9996141,0.0,0.25013506412506104,ALLOW
